Primary_ID,Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options
257,27/08/14 13:47,23,Female,United Kingdom,NA,No,No,Yes,Sometimes,Jun-25,No,Yes,Don't know,Not sure
258,27/08/14 13:47,42,Male,United States,WA,No,No,No,Never,Jun-25,Yes,Yes,No,Yes
259,27/08/14 13:48,24,Male,United Kingdom,NA,No,No,No,NA,1-May,No,Yes,No,No
260,27/08/14 13:49,25,Male,Australia,NA,No,Yes,Yes,Often,Jun-25,No,Yes,No,Yes
261,27/08/14 13:49,27,Female,United States,TX,No,No,Yes,Rarely,Jun-25,No,Yes,Yes,No
262,27/08/14 13:52,27,Male,Canada,NA,No,No,No,Sometimes,Jun-25,Yes,Yes,No,Yes
263,27/08/14 13:52,30,Male,United States,FL,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes
264,27/08/14 13:53,29,male,Poland,NA,No,Yes,Yes,Rarely,Jun-25,No,Yes,No,Yes
265,27/08/14 13:53,43,Male,Canada,NA,Yes,No,No,NA,Jun-25,Yes,Yes,No,Not sure
266,27/08/14 13:53,32,male,United States,NV,No,No,No,NA,Jun-25,No,Yes,No,Yes
267,27/08/14 13:54,41,Male,United States,AL,No,No,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes
268,27/08/14 13:54,32,Male,United Kingdom,NA,Yes,Yes,Yes,Sometimes,1-May,Yes,Yes,Don't know,Not sure
269,27/08/14 13:55,37,Female,United States,CA,No,Yes,Yes,Often,26-100,No,Yes,Yes,Yes
270,27/08/14 13:55,32,Male,United States,CO,No,No,No,Never,Jun-25,Yes,Yes,No,No
271,27/08/14 13:55,30,Male,Ireland,NA,Yes,No,No,Sometimes,1-May,Yes,Yes,No,No
272,27/08/14 13:56,23,female,United States,MN,No,Yes,Yes,Never,100-500,No,No,Yes,No
273,27/08/14 13:56,30,Male,United States,NJ,No,No,No,NA,More than 1000,No,Yes,Yes,Yes
274,27/08/14 13:59,34,male,United Kingdom,NA,No,No,No,Sometimes,26-100,No,Yes,No,Yes
275,27/08/14 13:59,38,Male,United States,PA,No,No,Yes,Rarely,26-100,Yes,Yes,Yes,No
276,27/08/14 14:01,33,Male,Canada,NA,No,No,No,NA,100-500,No,Yes,Yes,No
277,27/08/14 14:01,34,male,United States,MO,No,No,No,NA,26-100,No,No,Yes,No
278,27/08/14 14:01,28,male,Colombia,NA,No,No,No,Sometimes,Jun-25,No,Yes,No,Yes
279,27/08/14 14:03,28,male,United States,MN,No,No,Yes,Rarely,100-500,No,No,Yes,Yes
280,27/08/14 14:03,23,Male,United States,PA,No,Yes,No,Sometimes,100-500,No,Yes,Don't know,No
281,27/08/14 14:03,22,Male,Australia,NA,Yes,Yes,Yes,Sometimes,Jun-25,Yes,Yes,Don't know,Not sure
282,27/08/14 14:06,27,male,Portugal,NA,No,No,No,Never,Jun-25,No,Yes,No,No
283,27/08/14 14:10,18,male,United States,TX,No,No,Yes,Sometimes,Jun-25,No,Yes,Don't know,No
284,27/08/14 14:10,35,male,United States,NY,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes
285,27/08/14 14:10,25,Male,Canada,NA,No,No,No,NA,100-500,No,No,Don't know,Not sure
286,27/08/14 14:11,27,Male,United Kingdom,NA,No,Yes,Yes,Sometimes,Jun-25,No,Yes,No,No
287,27/08/14 14:11,26,Female,United States,WA,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Not sure
288,27/08/14 14:11,18,Male,United States,WA,No,No,No,Never,26-100,No,Yes,Don't know,Not sure
289,27/08/14 14:13,38,Female,United States,TX,No,No,Yes,Sometimes,1-May,No,Yes,No,Yes
290,27/08/14 14:13,26,Female,United States,TX,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,Yes
291,27/08/14 14:13,30,Male,Switzerland,NA,Yes,No,No,Never,1-May,No,Yes,No,No
292,27/08/14 14:14,35,male,United States,CA,No,No,No,Never,More than 1000,No,Yes,Don't know,No
293,27/08/14 14:15,45,male,United States,NY,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes
294,27/08/14 14:15,32,Male,United States,CA,No,No,No,Never,More than 1000,No,Yes,Yes,No
295,27/08/14 14:15,56,Male,United States,NA,No,No,Yes,Never,More than 1000,No,Yes,Yes,Not sure
296,27/08/14 14:16,24,Female,United States,CA,No,No,No,NA,500-1000,No,Yes,Don't know,Not sure
297,27/08/14 14:18,30,F,United States,SC,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes
298,27/08/14 14:18,60,male,United States,CA,No,No,No,NA,More than 1000,No,Yes,Yes,No
299,27/08/14 14:18,33,Male,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No
300,27/08/14 14:19,37,M,United States,NY,No,No,No,Never,More than 1000,No,Yes,Yes,Yes
301,27/08/14 14:19,23,Female,United States,NY,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes
302,27/08/14 14:20,31,f,United States,CA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Not sure
303,27/08/14 14:20,26,Male,United States,MA,No,No,No,Rarely,100-500,No,Yes,Yes,Not sure
304,27/08/14 14:21,28,female,United States,WA,No,Yes,Yes,Often,100-500,Yes,No,Yes,Yes
305,27/08/14 14:21,37,F,United States,CA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Yes
306,27/08/14 14:22,26,male,Canada,NA,No,Yes,Yes,Often,Jun-25,No,Yes,Yes,No
307,27/08/14 14:22,30,queer/she/they,United States,IL,No,Yes,Yes,Rarely,26-100,No,Yes,Yes,Not sure
308,27/08/14 14:22,26,M,United States,IN,No,No,No,NA,26-100,No,Yes,No,No
309,27/08/14 14:22,25,Male,United States,OR,No,No,No,NA,26-100,Yes,Yes,Don't know,Not sure
310,27/08/14 14:23,27,Male,United States,TN,No,No,No,Sometimes,100-500,No,Yes,Yes,Not sure
311,27/08/14 14:23,25,Male,Canada,NA,No,No,Yes,Often,Jun-25,Yes,No,Don't know,No
312,27/08/14 14:24,35,male,United States,OR,No,No,Yes,Rarely,100-500,No,Yes,Yes,Not sure
313,27/08/14 14:25,36,Male,United States,WA,Yes,No,Yes,Never,1-May,No,Yes,No,Yes
314,27/08/14 14:25,26,Male,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Not sure
315,27/08/14 14:26,27,Male,United States,CA,No,Yes,No,NA,More than 1000,No,Yes,Don't know,No
316,27/08/14 14:27,30,male,United States,VT,No,No,No,NA,Jun-25,No,No,Don't know,Not sure
317,27/08/14 14:27,29,M,United States,NY,No,No,No,NA,100-500,No,No,Don't know,Not sure
318,27/08/14 14:27,25,Male,United States,UT,No,No,No,Never,More than 1000,No,No,Yes,Yes
319,27/08/14 14:27,22,Female,United States,NY,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Yes
320,27/08/14 14:28,29,male,Latvia,NY,No,No,No,NA,26-100,No,Yes,No,Yes
321,27/08/14 14:28,41,Male,United States,SD,No,Yes,Yes,Rarely,100-500,Yes,Yes,Yes,Yes
322,27/08/14 14:28,29,Male,United States,CA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,No
323,27/08/14 14:28,32,Male,United States,OR,No,No,No,Never,500-1000,No,Yes,Yes,Not sure
324,27/08/14 14:28,24,female,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes
325,27/08/14 14:29,25,Male,United States,CA,No,No,Yes,Rarely,Jun-25,No,Yes,Yes,No
326,27/08/14 14:30,25,m,United States,CA,No,No,No,NA,More than 1000,No,Yes,Don't know,Not sure
327,27/08/14 14:31,30,Female,United States,CO,No,No,No,Never,More than 1000,No,Yes,Yes,Yes
328,27/08/14 14:31,25,Male,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Not sure
329,27/08/14 14:31,30,Male,United States,OH,Yes,No,No,Never,1-May,Yes,Yes,No,Yes
330,27/08/14 14:32,33,male,Germany,NA,Yes,Yes,Yes,Rarely,1-May,No,No,No,No
331,27/08/14 14:32,24,Male,United States,WA,No,No,No,NA,26-100,No,Yes,Yes,Not sure
332,27/08/14 14:33,25,Male,Canada,NA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes
333,27/08/14 14:34,31,Male,United States,OH,No,No,No,NA,100-500,No,No,Don't know,No
334,27/08/14 14:37,45,Male,Ireland,NA,Yes,No,Yes,Often,1-May,No,Yes,No,No
335,27/08/14 14:37,29,m,Romania,NA,No,No,No,NA,Jun-25,Yes,No,No,Yes
336,27/08/14 14:37,46,M,United States,WA,No,No,No,Never,26-100,No,Yes,Yes,Not sure
337,27/08/14 14:38,30,Male,United Kingdom,NA,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,No
338,27/08/14 14:38,29,F,United States,CA,Yes,No,No,Sometimes,More than 1000,No,Yes,Yes,Not sure
339,27/08/14 14:38,24,Male,United States,MA,No,No,No,NA,More than 1000,No,Yes,Yes,Yes
340,27/08/14 14:38,29,male,United States,WA,No,No,No,NA,26-100,No,Yes,Yes,Yes
341,27/08/14 14:38,35,Male,United States,MI,No,No,No,NA,26-100,No,No,Don't know,Not sure
342,27/08/14 14:39,33,f,United States,WA,No,Yes,No,Sometimes,26-100,Yes,Yes,No,Yes
343,27/08/14 14:39,27,Male,United States,CA,No,No,No,Sometimes,More than 1000,No,Yes,Don't know,Not sure
344,27/08/14 14:41,36,Male,United States,IA,No,No,No,NA,More than 1000,No,Yes,Don't know,Not sure
345,27/08/14 14:41,33,Male,United Kingdom,NA,No,No,No,Rarely,1-May,Yes,Yes,Don't know,No
346,27/08/14 14:44,25,F,United States,WA,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes
347,27/08/14 14:45,23,Male,United States,AL,No,Yes,Yes,Sometimes,100-500,No,No,Don't know,No
348,27/08/14 14:45,54,M,United States,CA,No,Yes,Yes,Never,More than 1000,No,Yes,Don't know,No
349,27/08/14 14:47,22,Male,United States,CA,No,No,No,Sometimes,More than 1000,No,Yes,Don't know,No
350,27/08/14 14:47,25,non-binary,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes
351,27/08/14 14:49,29,Male,Belgium,NA,No,No,No,Often,Jun-25,No,No,Don't know,No
352,27/08/14 14:49,27,Male,United States,MA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes
353,27/08/14 14:51,30,Male,United Kingdom,NA,No,No,No,Never,Jun-25,No,Yes,No,No
354,27/08/14 14:52,26,male,United States,CA,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Not sure
355,27/08/14 14:52,25,Female,Sweden,NA,No,Yes,No,Sometimes,Jun-25,No,Yes,Yes,Yes
356,27/08/14 14:53,31,Male,United States,CA,No,No,Yes,Sometimes,500-1000,No,No,No,Yes
357,27/08/14 14:54,33,M,United States,IN,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Not sure
358,27/08/14 14:54,34,M,United States,WA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes
359,27/08/14 14:57,34,Male,United States,WA,No,No,Yes,Sometimes,100-500,Yes,Yes,No,No
360,27/08/14 14:58,29,M,United States,IN,Yes,No,No,NA,1-May,Yes,Yes,No,Yes
361,27/08/14 14:59,33,Femake,United States,WA,No,No,No,NA,Jun-25,No,Yes,No,No
362,27/08/14 15:03,34,male,Germany,NA,Yes,Yes,Yes,Rarely,26-100,Yes,Yes,No,No
363,27/08/14 15:04,26,male,United States,OK,Yes,Yes,Yes,Rarely,100-500,Yes,No,No,No
364,27/08/14 15:05,32,Male,United States,MI,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes
365,27/08/14 15:05,329,Male,United States,OH,No,No,Yes,Often,Jun-25,Yes,Yes,Yes,Yes
366,27/08/14 15:09,28,Male,United States,GA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Not sure
367,27/08/14 15:11,35,Male,United States,CA,No,Yes,No,NA,More than 1000,No,Yes,Yes,No
368,27/08/14 15:13,36,Male,United States,NA,No,Yes,Yes,Often,100-500,No,Yes,No,Yes
369,27/08/14 15:14,21,Male,United States,IN,No,Yes,Yes,Rarely,100-500,No,Yes,Yes,No
370,27/08/14 15:15,21,Male,United Kingdom,NA,No,No,Yes,Sometimes,Jun-25,No,No,Don't know,Not sure
371,27/08/14 15:15,22,F,United States,WA,No,No,No,NA,More than 1000,No,Yes,Yes,No
372,27/08/14 15:20,41,m,United States,WA,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,No
373,27/08/14 15:21,55,M,United States,PA,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes
374,27/08/14 15:22,32,F,United States,WA,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes
375,27/08/14 15:22,21,F,United States,CA,No,Yes,Yes,Rarely,26-100,No,Yes,Don't know,Not sure
376,27/08/14 15:22,45,M,United States,MA,No,No,Yes,Never,26-100,Yes,Yes,Yes,Yes
377,27/08/14 15:22,27,female,United States,WA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Yes
378,27/08/14 15:22,25,Female,United States,WA,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,No
379,27/08/14 15:22,34,woman,United States,NY,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes
380,27/08/14 15:23,26,F,United States,CA,No,Yes,Yes,Never,More than 1000,No,Yes,Yes,Yes
381,27/08/14 15:23,41,Male,Canada,NA,No,No,Yes,Never,500-1000,No,Yes,Yes,Not sure
382,27/08/14 15:23,27,Male,United States,CA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,No
383,27/08/14 15:23,31,Make,United States,IN,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No
384,27/08/14 15:23,25,Male,Germany,NA,No,Yes,Yes,Often,26-100,Yes,Yes,No,No
385,27/08/14 15:23,26,M,United States,NV,No,No,Yes,Sometimes,Jun-25,No,Yes,Don't know,No
386,27/08/14 15:23,27,female,United States,CO,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,Yes
387,27/08/14 15:23,42,Male,New Zealand,NA,No,No,No,Never,500-1000,No,Yes,Don't know,Not sure
388,27/08/14 15:24,29,Nah,United States,CA,Yes,Yes,Yes,Sometimes,1-May,Yes,Yes,Yes,Yes
389,27/08/14 15:24,25,female,United States,CA,No,No,Yes,Sometimes,Jun-25,No,Yes,Don't know,Not sure
390,27/08/14 15:24,33,Female,Sweden,NA,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes
391,27/08/14 15:24,99999999999,All,Zimbabwe,NA,Yes,Yes,Yes,Often,1-May,No,Yes,No,Yes
392,27/08/14 15:24,40,female,United States,PA,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,No
393,27/08/14 15:24,31,Male,United States,SC,No,No,No,Never,More than 1000,No,Yes,Don't know,No
394,27/08/14 15:24,26,Male,Canada,NA,No,Yes,Yes,Often,26-100,Yes,Yes,Don't know,No
395,27/08/14 15:24,24,female,United States,TX,No,Yes,No,NA,500-1000,No,No,No,No
396,27/08/14 15:25,29,Male,United States,TX,No,No,No,Never,More than 1000,No,No,Yes,Not sure
397,27/08/14 15:25,48,M,United Kingdom,NA,No,No,No,NA,26-100,No,Yes,Don't know,No
398,27/08/14 15:25,35,Male,United Kingdom,NA,No,No,No,Sometimes,Jun-25,No,Yes,No,No
399,27/08/14 15:25,32,female,United States,AL,No,No,No,Never,100-500,No,Yes,Don't know,Not sure
400,27/08/14 15:25,29,Male,Canada,NA,No,No,Yes,Sometimes,100-500,No,Yes,Don't know,Not sure
401,27/08/14 15:26,26,Male,United States,OR,No,Yes,Yes,Often,Jun-25,No,Yes,Yes,Yes
402,27/08/14 15:26,28,Male,United States,NJ,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes
403,27/08/14 15:26,23,male,United States,CA,No,No,No,NA,More than 1000,No,Yes,Don't know,No
404,27/08/14 15:26,35,M,United States,CA,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes
405,27/08/14 15:27,29,male,Germany,NA,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,No
406,27/08/14 15:27,26,Male,United States,CA,No,Yes,No,NA,Jun-25,No,Yes,Yes,Yes
407,27/08/14 15:27,33,Male,United States,NH,No,Yes,Yes,Never,26-100,Yes,Yes,Yes,Yes
408,27/08/14 15:27,33,Male,United States,CA,No,No,No,NA,More than 1000,Yes,Yes,Don't know,No
409,27/08/14 15:28,22,Male,Brazil,NA,Yes,No,No,Never,Jun-25,Yes,Yes,Don't know,No
410,27/08/14 15:28,30,female,Spain,NA,No,Yes,No,NA,500-1000,No,Yes,No,No
411,27/08/14 15:29,33,male,United States,OH,No,Yes,Yes,Often,More than 1000,Yes,Yes,Yes,Yes
412,27/08/14 15:29,31,Female,United States,OH,No,Yes,Yes,Rarely,More than 1000,No,No,Don't know,Not sure
413,27/08/14 15:29,21,male,United States,MA,No,Yes,No,Never,More than 1000,No,Yes,Don't know,Not sure
414,27/08/14 15:30,31,Enby,United Kingdom,NA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,No
415,27/08/14 15:31,26,F,United States,OK,No,No,Yes,Sometimes,100-500,Yes,Yes,Don't know,Not sure
416,27/08/14 15:31,30,Male,United States,CA,No,Yes,No,Often,Jun-25,No,Yes,Don't know,No
417,27/08/14 15:31,30,fluid,Germany,NA,No,Yes,Yes,Sometimes,100-500,No,Yes,Don't know,Not sure
418,27/08/14 15:31,23,Male,India,NA,No,No,No,NA,Jun-25,No,Yes,No,No
419,27/08/14 15:31,34,Male,Finland,NA,No,No,No,Never,Jun-25,No,Yes,No,No
420,27/08/14 15:31,55,M,United States,ID,No,Yes,Yes,Sometimes,1-May,Yes,Yes,No,Yes
421,27/08/14 15:32,28,male,Germany,NA,No,Yes,Yes,Rarely,1-May,Yes,Yes,Yes,No
422,27/08/14 15:32,26,M,Uruguay,NA,No,No,No,NA,26-100,Yes,Yes,Don't know,No
423,27/08/14 15:32,28,Male,New Zealand,NA,No,Yes,Yes,Sometimes,Jun-25,Yes,Yes,Yes,Yes
424,27/08/14 15:34,32,Male,United Kingdom,NA,No,Yes,Yes,Sometimes,Jun-25,No,Yes,No,No
425,27/08/14 15:34,28,Female,United States,NY,No,No,Yes,Rarely,More than 1000,No,No,Yes,Yes
426,27/08/14 15:34,21,M,United States,CA,No,No,No,Sometimes,Jun-25,No,No,Don't know,Not sure
427,27/08/14 15:35,24,Male,United States,TX,No,Yes,Yes,Sometimes,100-500,No,Yes,No,Yes
428,27/08/14 15:35,26,Female,United States,MD,No,No,No,NA,More than 1000,No,No,Yes,Not sure
429,27/08/14 15:35,23,Male,United States,IN,No,No,No,NA,More than 1000,No,No,Yes,No
430,27/08/14 15:36,24,Female,United States,OR,No,No,No,NA,More than 1000,No,Yes,Yes,Yes
431,27/08/14 15:36,28,Male,Canada,NA,Yes,No,No,Never,100-500,Yes,Yes,Don't know,No
432,27/08/14 15:38,24,F,United States,NY,No,Yes,Yes,Rarely,Jun-25,No,Yes,No,No
433,27/08/14 15:38,33,male,United States,MS,Yes,No,Yes,Often,1-May,Yes,Yes,No,No
434,27/08/14 15:38,34,male,United States,NJ,No,No,No,Sometimes,26-100,No,Yes,Don't know,No
435,27/08/14 15:38,27,female,United States,CA,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,Not sure
436,27/08/14 15:38,28,Male,United States,TN,No,No,No,Never,Jun-25,No,Yes,Don't know,No
437,27/08/14 15:39,26,Male,United States,WA,No,No,No,NA,More than 1000,No,Yes,Don't know,Not sure
438,27/08/14 15:40,20,Male,Australia,NA,No,No,No,NA,100-500,Yes,Yes,Don't know,Not sure
439,27/08/14 15:43,23,female,United States,MA,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes
440,27/08/14 15:43,29,Male,United States,PA,No,Yes,Yes,Rarely,1-May,Yes,Yes,Yes,Yes
441,27/08/14 15:43,26,Male,United Kingdom,NA,No,Yes,No,Sometimes,Jun-25,No,Yes,No,No
442,27/08/14 15:43,36,Male,United States,KY,No,No,No,Rarely,More than 1000,Yes,Yes,Yes,No
443,27/08/14 15:44,41,m,United States,PA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes
444,27/08/14 15:44,33,female,United States,MA,No,No,No,NA,100-500,Yes,Yes,Yes,No
445,27/08/14 15:46,23,M,Canada,NA,No,Yes,Yes,Sometimes,Jun-25,No,Yes,Yes,Yes
446,27/08/14 15:46,39,Male,United States,CA,No,Yes,No,Often,More than 1000,No,Yes,Yes,No
447,27/08/14 15:47,34,M,United States,VT,No,Yes,No,NA,More than 1000,No,Yes,Yes,Not sure
448,27/08/14 15:47,26,F,United States,CA,No,No,Yes,Sometimes,100-500,No,Yes,Yes,Yes
449,27/08/14 15:50,24,Male,United States,AZ,No,No,Yes,Rarely,26-100,No,Yes,Yes,Yes
450,27/08/14 15:51,37,Male,Canada,NA,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes
451,27/08/14 15:53,43,Male,United States,MA,Yes,Yes,Yes,Often,Jun-25,Yes,Yes,Yes,Yes
452,27/08/14 15:53,40,Genderqueer,United States,VA,No,Yes,No,Never,More than 1000,No,Yes,Yes,Yes
453,27/08/14 15:54,30,male,United States,WA,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Yes
454,27/08/14 15:55,34,M,United States,CA,No,No,Yes,Sometimes,Jun-25,No,Yes,Don't know,Not sure
455,27/08/14 15:55,27,Male,United States,OR,No,Yes,Yes,Sometimes,100-500,No,Yes,Don't know,Not sure
456,27/08/14 15:55,36,Male,United States,MI,No,No,No,Sometimes,More than 1000,No,Yes,Don't know,No
457,27/08/14 15:56,27,Male,Brazil,NA,No,No,No,Rarely,Jun-25,No,Yes,No,Yes
458,27/08/14 15:58,35,Male,Netherlands,NA,No,Yes,No,Never,100-500,No,Yes,Yes,No
459,27/08/14 15:59,32,Male,United Kingdom,NA,No,No,No,Never,Jun-25,No,Yes,No,No
460,27/08/14 15:59,37,M,United States,OR,No,No,No,NA,500-1000,No,Yes,Yes,No
461,27/08/14 16:00,29,Male,United Kingdom,NA,No,No,No,NA,26-100,No,Yes,Don't know,No
462,27/08/14 16:01,33,Female ,United States,CA,No,No,No,Never,500-1000,No,Yes,Yes,Not sure
463,27/08/14 16:01,28,Make,United States,UT,No,No,No,Sometimes,Jun-25,Yes,Yes,No,Yes
464,27/08/14 16:02,26,Female,United States,CA,No,Yes,No,Never,26-100,No,Yes,Don't know,Not sure
465,27/08/14 16:03,27,M,United States,TX,No,Yes,Yes,Sometimes,Jun-25,Yes,Yes,Don't know,No
466,27/08/14 16:04,38,Male,United Kingdom,NA,Yes,No,Yes,Sometimes,26-100,Yes,Yes,No,No
467,27/08/14 16:06,57,M,United States,CA,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes
468,27/08/14 16:07,28,Male,United Kingdom,NA,No,No,Yes,Sometimes,More than 1000,No,Yes,No,No
469,27/08/14 16:10,26,male,France,NA,No,No,No,Never,Jun-25,No,Yes,No,Yes
470,27/08/14 16:11,42,f,Netherlands,NA,No,No,Yes,Rarely,100-500,Yes,Yes,Yes,Yes
471,27/08/14 16:13,31,Male,United States,OR,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes
472,27/08/14 16:13,58,Male,United States,CA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Yes
473,27/08/14 16:13,29,Male,United States,OH,No,No,No,Sometimes,Jun-25,No,Yes,Don't know,No
474,27/08/14 16:14,39,Female,United Kingdom,NA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes
475,27/08/14 16:14,34,Male,United States,OH,No,No,No,Sometimes,Jun-25,Yes,Yes,Don't know,No
476,27/08/14 16:15,57,Male,United States,CA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Not sure
477,27/08/14 16:15,27,Male,Germany,NA,No,Yes,Yes,Sometimes,Jun-25,No,Yes,No,Not sure
478,27/08/14 16:16,23,male,Germany,NA,Yes,Yes,Yes,Often,26-100,Yes,Yes,Don't know,No
479,27/08/14 16:16,18,male,Finland,NA,No,No,No,NA,500-1000,Yes,No,Don't know,No
480,27/08/14 16:17,30,female,United States,NY,No,No,No,NA,100-500,No,Yes,Don't know,Not sure
481,27/08/14 16:17,23,Male,United States,VA,No,No,No,Never,26-100,No,No,Don't know,Not sure
482,27/08/14 16:18,43,M,United States,CA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes
483,27/08/14 16:19,18,Female,United Kingdom,NA,No,Yes,Yes,Sometimes,1-May,Yes,Yes,Don't know,Not sure
484,27/08/14 16:19,29,male,United States,IL,No,No,Yes,Rarely,Jun-25,No,Yes,Yes,Yes
485,27/08/14 16:20,48,M,United States,TX,No,No,No,Never,Jun-25,No,Yes,Don't know,No
486,27/08/14 16:20,43,male,Germany,NA,No,No,Yes,Sometimes,26-100,No,No,No,Yes
487,27/08/14 16:21,28,Female,United States,NY,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Not sure
488,27/08/14 16:21,30,Male,United States,CA,Yes,Yes,Yes,Often,1-May,Yes,Yes,No,Yes
489,27/08/14 16:21,26,Male,Israel,MD,No,No,No,Sometimes,Jun-25,No,Yes,No,No
490,27/08/14 16:21,33,Male,Italy,NA,No,No,No,Never,Jun-25,No,No,No,No
491,27/08/14 16:22,31,Male,United States,CA,No,No,No,NA,More than 1000,No,Yes,Yes,Not sure
492,27/08/14 16:22,30,M,United States,PA,No,No,No,Rarely,100-500,No,No,Don't know,Not sure
493,27/08/14 16:23,27,Male,Israel,NA,No,No,No,NA,26-100,No,Yes,No,No
494,27/08/14 16:25,24,Female,United States,CA,Yes,Yes,Yes,Sometimes,1-May,Yes,Yes,No,No
495,27/08/14 16:26,25,male,United States,WA,No,No,No,NA,26-100,No,Yes,Don't know,Not sure
496,27/08/14 16:27,23,Female,United States,NY,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Not sure
497,27/08/14 16:27,36,m,United States,TX,No,No,Yes,Sometimes,More than 1000,No,No,Yes,Not sure
498,27/08/14 16:28,25,female,United States,CA,Yes,Yes,Yes,Often,1-May,Yes,Yes,Don't know,Not sure
499,27/08/14 16:28,54,Male,United Kingdom,NA,No,No,Yes,Sometimes,More than 1000,Yes,No,No,Yes
500,27/08/14 16:29,34,Male,Netherlands,NA,No,No,No,Rarely,Jun-25,No,Yes,Don't know,Not sure
501,27/08/14 16:29,38,female,United States,AZ,No,No,Yes,NA,26-100,No,Yes,Yes,Yes
502,27/08/14 16:31,40,Male,Ireland,NA,Yes,Yes,No,NA,More than 1000,No,Yes,No,No
503,27/08/14 16:32,32,male,United Kingdom,NA,No,No,No,NA,26-100,No,Yes,No,Not sure
504,27/08/14 16:34,25,Male,Germany,NA,No,No,No,Never,More than 1000,No,No,Don't know,Not sure
505,27/08/14 16:35,35,Female,United States,OH,No,No,Yes,Sometimes,100-500,No,Yes,No,Yes
506,27/08/14 16:36,46,male,United States,CA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes
507,27/08/14 16:39,42,male,United States,KS,No,No,No,Never,100-500,No,No,Yes,No
508,27/08/14 16:39,32,male,United Kingdom,NA,No,Yes,Yes,Sometimes,Jun-25,Yes,Yes,Yes,No
509,27/08/14 16:40,47,M,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes
510,27/08/14 16:42,22,Male,United States,CA,No,No,No,NA,More than 1000,No,Yes,Yes,Not sure
511,27/08/14 16:42,33,Female,United States,NY,No,No,Yes,Sometimes,500-1000,Yes,Yes,Yes,Yes
